# raw capture of: cargo test --lib probe_filed_interest_sign -- --ignored --nocapture
# worktree: G:/dev/repos/discount_screener/.claude/worktrees/agent-a19c1b1e4036e2768
# branch content: valuation/wave1-integration @ 4d1e916
# pre-existing cargo build warnings from unrelated modules elided above this line; nothing else edited.

running 1 test
=== PROBE D: the filed sign of net interest, before negation or abs() ===
retrieved 2026-08-04T19:34:19.733199600+00:00
negated by the proposed convention: InterestIncomeExpenseNet InterestIncomeExpenseNonoperatingNet
today = |filed| (dcf_model.rs:907 abs on write, :551 and :1590 abs on read)
after = -filed for a negated concept, filed otherwise, with those three sites gone
dFCFF = (after - today) * (1 - tax), the FCFF bridge at dcf_model.rs:1591
dmgn  = the shift in AlignedDriverYear::fcff_margin_bps, the published quantity
prod  = FcfPoint::interest_expense_dollars, the live post-abs value; '!' marks a
         disagreement with |filed| and would mean this reconstruction is wrong

symbol   year winning qname                                    filed $M  sign  neg     today $M     after $M      prod $M       debt $M    tax  guard     dFCFF $M  dmgn bps
AMZN     2021 InterestExpense                                    1809.0     +   no       1809.0       1809.0      1809.0       50553.0   1256      -          0.0         0
AMZN     2022 InterestExpenseNonoperating                        2367.0     +   no       2367.0       2367.0      2367.0       70542.0   3500      -          0.0         0
AMZN     2023 InterestExpenseNonoperating                        3182.0     +   no       3182.0       3182.0      3182.0       67182.0   1896      -          0.0         0
AMZN     2024 InterestExpenseNonoperating                        2406.0     +   no       2406.0       2406.0      2406.0       58000.0   1350      -          0.0         0
AMZN     2025 InterestExpenseNonoperating                        2274.0     +   no       2274.0       2274.0      2274.0       68836.0   1961      -          0.0         0
BAC      2007 InterestExpense                                   52863.0     +   no      52863.0      52863.0      absent        absent      -      -    no bridge         -
BAC      2008 InterestExpense                                   40324.0     +   no      40324.0      40324.0      absent        absent      -      -    no bridge         -
BAC      2009 InterestExpense                                   30807.0     +   no      30807.0      30807.0      absent        absent      -      -    no bridge         -
BAC      2010 InterestExpense                                   23974.0     +   no      23974.0      23974.0      absent        absent      -      -    no bridge         -
BAC      2011 InterestExpense                                   21620.0     +   no      21620.0      21620.0      absent        absent      -      -    no bridge         -
BAC      2012 InterestExpense                                   16744.0     +   no      16744.0      16744.0      absent        absent      -      -    no bridge         -
BAC      2013 InterestExpense                                   12755.0     +   no      12755.0      12755.0      absent        absent      -      -    no bridge         -
BAC      2014 InterestExpense                                   10935.0     +   no      10935.0      10935.0      absent        absent      -      -    no bridge         -
BAC      2015 InterestExpense                                   10549.0     +   no      10549.0      10549.0      absent        absent      -      -    no bridge         -
BAC      2016 InterestExpense                                    9961.0     +   no       9961.0       9961.0      absent        absent      -      -    no bridge         -
BAC      2017 InterestExpense                                   12340.0     +   no      12340.0      12340.0      absent        absent      -      -    no bridge         -
BAC      2018 InterestExpense                                   18607.0     +   no      18607.0      18607.0      absent        absent      -      -    no bridge         -
BAC      2019 InterestExpense                                   22345.0     +   no      22345.0      22345.0      absent        absent      -      -    no bridge         -
BAC      2020 InterestExpense                                    8225.0     +   no       8225.0       8225.0      absent        absent      -      -    no bridge         -
BAC      2021 InterestExpense                                    4738.0     +   no       4738.0       4738.0      absent        absent      -      -    no bridge         -
BAC      2022 InterestExpense                                   20103.0     +   no      20103.0      20103.0      absent        absent      -      -    no bridge         -
BAC      2023 InterestExpense                                   73331.0     +   no      73331.0      73331.0      absent        absent      -      -    no bridge         -
BAC      2024 InterestIncomeExpenseNet                          56060.0     +  yes      56060.0     -56060.0      absent        absent      -      -    no bridge         -
BAC      2025 InterestIncomeExpenseNet                          60096.0     +  yes      60096.0     -60096.0      absent        absent      -      -    no bridge         -

=== per-issuer summary ===
symbol  class                   yrs no fact head qname                                    net  fit  inc  exp  guard max|dFCFF|$M max|dmgn|
DVN     OperatingNonFinancial    19       0 InterestAndDebtExpense                          0    0    0    0      0          0.0         0
FIS     OperatingNonFinancial    19       0 InterestExpense                                 0    0    0    0      0          0.0         0
AVY     OperatingNonFinancial    15       0 InterestExpense                                 0    0    0    0      0          0.0         0
SW      OperatingNonFinancial     4       0 InterestExpenseNonoperating                     0    0    0    0      0          0.0         0
COF     FinancialServices        19       0 InterestExpense                                 2    2    2    0      2      78501.0     97372
MPWR    OperatingNonFinancial    17       5 InterestIncomeExpenseNonoperatingNet           12    0   12    0      0         47.3       224
APH     OperatingNonFinancial    19       0 InterestExpense                                 0    0    0    0      0          0.0         0
EME     OperatingNonFinancial    18       0 InterestExpense                                 0    0    0    0      0          0.0         0
CHTR    OperatingNonFinancial    16       0 InterestExpense                                12   12    0   12      0          0.0         0
BKR     OperatingNonFinancial    11       0 InterestIncomeExpenseNet                       11   10    0   11      0          0.0         0
INTU    OperatingNonFinancial    18       0 InterestExpenseDebt                             0    0    0    0      0          0.0         0
TER     OperatingNonFinancial    18       1 InterestExpense                                 0    0    0    0      0          0.0         0
AVGO    OperatingNonFinancial    10       0 InterestExpense                                 0    0    0    0      0          0.0         0
EPAM    OperatingNonFinancial    16      16 -                                               0    0    0    0      0          0.0         0
T       OperatingNonFinancial    19       0 InterestExpense                                 0    0    0    0      0          0.0         0
GEHC    OperatingNonFinancial     5       0 InterestAndDebtExpense                          0    0    0    0      0          0.0         0
DAL     OperatingNonFinancial    18       0 InterestExpense                                 9    8    0    9      0          0.0         0
WDC     OperatingNonFinancial    18       6 InterestExpense                                 0    0    0    0      0          0.0         0
GOOGL   OperatingNonFinancial    13       0 InterestExpense                                 0    0    0    0      0          0.0         0
HPE     OperatingNonFinancial    13       0 InterestExpenseDebt                             0    0    0    0      0          0.0         0
CRM     OperatingNonFinancial    19       0 InterestExpense                                 0    0    0    0      0          0.0         0
SLB     OperatingNonFinancial    19       0 InterestExpense                                 0    0    0    0      0          0.0         0
EXE     OperatingNonFinancial    18       0 InterestExpense                                 0    0    0    0      0          0.0         0
OMC     OperatingNonFinancial    19       0 InterestExpense                                 0    0    0    0      0          0.0         0
PTC     OperatingNonFinancial    18       0 InterestExpense                                 0    0    0    0      0          0.0         0
PG      OperatingNonFinancial    18       0 InterestExpense                                 0    0    0    0      0          0.0         0
MSFT    OperatingNonFinancial    19       0 InterestExpense                                 0    0    0    0      0          0.0         0
AMZN    OperatingNonFinancial    19       0 InterestExpense                                 0    0    0    0      0          0.0         0
BAC     FinancialServices        19       0 InterestExpense                                 2    0    2    0      0          0.0         0
net = years whose winning concept is one the convention negates;
fit = of those, years that reach the accounting cost-of-debt fit today (LD-8);
inc = of those net years, years filed POSITIVE (net interest income);
exp = of those net years, years filed NEGATIVE (net interest expense).

=== THE FOUR ANSWERS ===
1. affected set (OperatingNonFinancial AND files net interest income): MPWR
2. LD-8 exposed set (OperatingNonFinancial fitting a net-basis series as gross): BKR CHTR DAL
3. cost-of-debt guard fires for: COF
4. issuers whose published FCFF path moves: MPWR
   non-zero dFCFF on an issuer that is not OperatingNonFinancial, or whose class
   could not be read, so it reaches no published FCFF value: [COF(FinancialServices)]
   reconstruction mismatches (|filed| vs live post-abs value): none — the winning-qname merge above reproduces the production series
READ THIS AS: a net-EXPENSE filer files negative, so today's |filed| and the post-change
-filed are the same number and the wave is bit-identical for that issuer. Only a
net-INCOME filer (positive on a negated concept) changes, and only an
OperatingNonFinancial one can change a published number. If answer 1 is EMPTY the wave
moves nothing, and that is a result, not a failure to find one.
test valuation_probes::tests::probe_filed_interest_sign ... ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 543 filtered out; finished in 25.07s

